game_id,game_date,season,team_id,team_name,location,opponent_id,opponent_name,total_points,points_allowed,offensive_possessions,defensive_possessions,pace,points_per_possession_off,points_allowed_per_possession_def,fg_percentage,three_percentage,efg_percentage,ts_percentage,tov_percentage,ft_rate,off_efficiency,defensive_rating,assist_rate,assist_percentage,three_point_attempt_rate,rebound_rate,fg_made,fg_attempted,three_ptrs_made,three_ptrs_attempted,ft_made,ft_attempted,turnovers,total_assists,total_rebounds,rebounds_offensive,rebounds_defensive,fouls_committed,fouls_drawn,steals,home_lineup_count,away_lineup_count
145,2026-01-10,2025-26,4,Skidmore,Away,19,Rensselaer,56,76,68,64,66,0.8235,1.1875,0.3704,0.2273,0.4167,0.462,0.1877,0.2778,82.35,118.75,0.0628,0.25,0.4074,0.2121,20,54,5,22,11,15,14,5,28,6,22,12,16,4,8,17
146,2025-11-15,2025-26,286,Rochester,Home,282,Utica,103,80,70,73,71.5,1.4714,1.0959,0.5758,0.5152,0.7045,0.7225,0.0776,0.1818,147.14,109.589,0.237,0.6316,0.5,0.1608,38,66,17,33,10,12,6,24,23,8,15,16,12,12,12,23
146,2025-11-15,2025-26,282,Utica,Away,286,Rochester,80,103,73,70,71.5,1.0959,1.4714,0.5455,0.4,0.6182,0.6588,0.2478,0.2364,109.59,147.143,0.1199,0.3667,0.3636,0.1748,30,55,8,20,12,13,20,11,25,5,20,12,16,3,12,23
147,2026-01-16,2025-26,126,Ithaca,Home,19,Rensselaer,73,88,68,69,68.5,1.0735,1.2754,0.4545,0.4286,0.5636,0.5883,0.1947,0.2909,107.35,127.536,0.163,0.6,0.5091,0.1752,25,55,12,28,11,16,15,15,24,9,15,14,14,7,25,7
147,2026-01-16,2025-26,19,Rensselaer,Away,126,Ithaca,88,73,69,68,68.5,1.2754,1.0735,0.6379,0.4615,0.6897,0.6905,0.1472,0.2241,127.54,107.353,0.2111,0.5405,0.2241,0.1898,37,58,6,13,8,13,11,20,26,6,20,14,14,12,25,7
148,2026-01-17,2025-26,122,RIT,Home,19,Rensselaer,62,79,68,69,68.5,0.9118,1.1449,0.4,0.3478,0.4727,0.5069,0.2175,0.2545,91.18,114.493,0.0713,0.2727,0.4182,0.1679,22,55,8,23,10,14,17,6,23,8,15,19,15,5,11,13
148,2026-01-17,2025-26,19,Rensselaer,Away,122,RIT,79,62,69,68,68.5,1.1449,0.9118,0.5833,0.4,0.6875,0.7009,0.2317,0.3958,114.49,91.176,0.197,0.6429,0.5208,0.2117,28,48,10,25,13,19,17,18,29,8,21,15,19,8,11,13
149,2025-11-21,2025-26,286,Rochester,Home,299,St. John Fisher,86,68,77,81,79,1.1169,0.8395,0.4429,0.2692,0.4929,0.5309,0.1474,0.3571,111.69,83.951,0.1593,0.5806,0.3714,0.2785,31,70,7,26,17,25,14,18,44,15,29,19,20,10,22,20
149,2025-11-21,2025-26,299,St. John Fisher,Away,286,Rochester,68,86,81,77,79,0.8395,1.1169,0.4091,0.1429,0.4318,0.4493,0.1921,0.3333,83.95,111.688,0.1612,0.6667,0.3182,0.2278,27,66,3,21,11,22,18,18,36,14,22,20,19,9,22,20
150,2026-01-23,2025-26,131,Vassar,Home,19,Rensselaer,56,62,61,60,60.5,0.918,1.0333,0.3333,0.2143,0.3889,0.449,0.1382,0.3519,91.8,103.333,0.0766,0.3333,0.5185,0.2479,18,54,6,28,14,19,10,6,30,11,19,14,15,6,26,6
150,2026-01-23,2025-26,19,Rensselaer,Away,131,Vassar,62,56,60,61,60.5,1.0333,0.918,0.42,0.3704,0.52,0.5435,0.1738,0.32,103.33,91.803,0.1585,0.619,0.54,0.2479,21,50,10,27,10,16,12,13,30,10,20,15,14,5,26,6
151,2025-11-22,2025-26,304,Nazareth,Home,286,Rochester,73,87,74,74,74,0.9865,1.1757,0.4286,0.3333,0.4603,0.5115,0.0403,0.3016,98.65,117.568,0.1289,0.4074,0.1905,0.1689,27,63,4,12,15,19,3,11,25,2,23,22,16,3,23,15
151,2025-11-22,2025-26,286,Rochester,Away,304,Nazareth,87,73,74,74,74,1.1757,0.9865,0.4655,0.3,0.5431,0.6148,0.1016,0.5,117.57,98.649,0.2183,0.8148,0.5172,0.2905,27,58,9,30,24,29,8,22,43,7,36,16,22,2,23,15
152,2026-01-24,2025-26,133,Hobart,Home,19,Rensselaer,62,66,69,69,69,0.8986,0.9565,0.4038,0.3,0.4615,0.5251,0.2336,0.3077,89.86,95.652,0.1444,0.619,0.3846,0.2536,21,52,6,20,14,16,18,13,35,8,27,15,18,3,15,5
152,2026-01-24,2025-26,19,Rensselaer,Away,133,Hobart,66,62,69,69,69,0.9565,0.8986,0.3226,0.2703,0.4032,0.472,0.091,0.2903,95.65,89.855,0.154,0.7,0.5968,0.1957,20,62,10,37,16,18,7,14,27,8,19,18,15,10,15,5
153,2025-11-25,2025-26,286,Rochester,Home,133,Hobart,88,97,91,89,90,0.967,1.0899,0.4306,0.3333,0.4931,0.5112,0.1133,0.4444,96.7,108.989,0.1018,0.3548,0.375,0.2,31,72,9,27,17,32,11,11,36,10,26,29,29,9,20,27
153,2025-11-25,2025-26,133,Hobart,Away,286,Rochester,97,88,89,91,90,1.0899,0.967,0.4853,0.2857,0.5147,0.5785,0.1767,0.5294,108.99,96.703,0.1209,0.4242,0.2059,0.2833,33,68,4,14,27,36,18,14,51,14,37,29,29,5,20,27
154,2026-01-30,2025-26,4,Skidmore,Home,19,Rensselaer,67,60,65,65,65,1.0308,0.9231,0.3846,0.4138,0.5,0.555,0.1772,0.3654,103.08,92.308,0.12,0.5,0.5577,0.2385,20,52,12,29,15,19,13,10,31,8,23,18,15,6,13,5
154,2026-01-30,2025-26,19,Rensselaer,Away,4,Skidmore,60,67,65,65,65,0.9231,1.0308,0.3115,0.1935,0.3607,0.4271,0.1354,0.3443,92.31,103.077,0.1287,0.6316,0.5082,0.2846,19,61,6,31,16,21,11,12,37,17,20,15,18,9,13,5
155,2025-12-02,2025-26,126,Ithaca,Home,286,Rochester,95,104,98,98,98,0.9694,1.0612,0.4253,0.3235,0.4885,0.5075,0.1687,0.1724,96.94,106.122,0.1312,0.4595,0.3908,0.2143,37,87,11,34,10,15,19,17,42,15,27,20,12,14,27,12
155,2025-12-02,2025-26,286,Rochester,Away,126,Ithaca,104,95,98,98,98,1.0612,0.9694,0.5352,0.381,0.5915,0.6445,0.2143,0.3099,106.12,96.939,0.12,0.3684,0.2958,0.199,38,71,8,21,20,22,22,14,39,7,32,12,20,15,27,12
157,2026-02-06,2025-26,19,Rensselaer,Home,133,Hobart,73,68,65,65,65,1.1231,1.0462,0.4211,0.3704,0.5088,0.5438,0.0944,0.4035,112.31,104.615,0.1683,0.625,0.4737,0.2308,24,57,10,27,15,23,7,15,30,10,20,14,19,9,9,13
157,2026-02-06,2025-26,133,Hobart,Away,19,Rensselaer,68,73,65,65,65,1.0462,1.1231,0.3934,0.2647,0.4672,0.4997,0.1706,0.2623,104.62,112.308,0.1182,0.4583,0.5574,0.2923,24,61,9,34,11,16,14,11,38,14,24,19,14,5,9,13
158,2025-12-06,2025-26,1,Middlebury,Home,286,Rochester,77,79,78,78,78,0.9872,1.0128,0.4203,0.3333,0.4783,0.5005,0.154,0.2609,98.72,101.282,0.1079,0.3793,0.3478,0.2372,29,69,8,24,11,18,14,11,37,13,24,18,20,5,28,14
158,2025-12-06,2025-26,286,Rochester,Away,1,Middlebury,79,77,78,78,78,1.0128,0.9872,0.4844,0.25,0.5156,0.5426,0.1313,0.3125,101.28,98.718,0.0668,0.1935,0.25,0.2051,31,64,4,16,13,20,11,6,32,9,23,20,18,9,28,14
159,2026-02-07,2025-26,19,Rensselaer,Home,131,Vassar,61,58,60,61,60.5,1.0167,0.9508,0.4894,0.5,0.5745,0.5834,0.2112,0.2553,101.67,95.082,0.2228,0.8261,0.3404,0.1653,23,47,8,16,7,12,14,19,20,3,17,8,13,11,3,21
159,2026-02-07,2025-26,131,Vassar,Away,19,Rensselaer,58,61,61,60,60.5,0.9508,1.0167,0.4151,0.32,0.4906,0.5091,0.1858,0.1698,95.08,101.667,0.1861,0.7273,0.4717,0.1983,22,53,8,25,6,9,13,16,24,8,16,13,8,10,3,21
160,2025-12-07,2025-26,322,Bowdoin,Home,286,Rochester,72,70,76,77,76.5,0.9474,0.9091,0.4667,0.1667,0.4917,0.53,0.2002,0.3,94.74,90.909,0.1328,0.4643,0.3,0.2941,28,60,3,18,13,18,17,13,45,11,34,18,16,5,19,16
160,2025-12-07,2025-26,286,Rochester,Away,322,Bowdoin,70,72,77,76,76.5,0.9091,0.9474,0.3492,0.3529,0.3968,0.4758,0.109,0.381,90.91,94.737,0.0983,0.4091,0.2698,0.183,22,63,6,17,20,24,9,9,28,5,23,16,18,8,19,16
161,2026-02-13,2025-26,19,Rensselaer,Home,122,RIT,65,53,65,65,65,1,0.8154,0.46,0.25,0.52,0.5611,0.1596,0.36,100,81.538,0.1979,0.7391,0.48,0.2615,23,50,6,24,13,18,11,17,34,7,27,12,14,8,5,13
161,2026-02-13,2025-26,122,RIT,Away,19,Rensselaer,53,65,65,65,65,0.8154,1,0.3269,0.3043,0.3942,0.4591,0.1838,0.25,81.54,100,0.0901,0.4118,0.4423,0.2231,17,52,7,23,12,13,13,7,29,8,21,14,12,7,5,13
162,2026-01-03,2025-26,326,Eastern,Home,286,Rochester,74,70,74,72,73,1,0.9722,0.4839,0.1429,0.5081,0.5292,0.1568,0.2903,100,97.222,0.1444,0.4667,0.3387,0.274,30,62,3,21,11,18,13,14,40,11,29,22,20,9,18,16
162,2026-01-03,2025-26,286,Rochester,Away,326,Eastern,70,74,72,74,73,0.9722,1,0.377,0.3077,0.4426,0.5014,0.1671,0.3279,97.22,100,0.116,0.4783,0.4262,0.274,23,61,8,26,16,20,14,11,40,14,26,20,22,9,18,16
163,2026-02-14,2025-26,19,Rensselaer,Home,126,Ithaca,82,70,70,66,68,1.1714,1.0606,0.6458,0.25,0.6771,0.7054,0.2159,0.4792,117.14,106.061,0.1393,0.3871,0.25,0.2206,31,48,3,12,17,23,16,12,30,7,23,14,19,9,16,30
163,2026-02-14,2025-26,126,Ithaca,Away,19,Rensselaer,70,82,66,70,68,1.0606,1.1714,0.4167,0.3529,0.5167,0.5362,0.1442,0.2,106.06,117.143,0.1643,0.6,0.5667,0.1544,25,60,12,34,8,12,11,15,21,10,11,19,14,9,16,30
164,2026-01-06,2025-26,122,RIT,Home,286,Rochester,87,83,78,83,80.5,1.1154,1,0.4776,0.2222,0.5075,0.5515,0.1507,0.403,111.54,100,0.1144,0.375,0.2687,0.3043,32,67,4,18,19,27,14,12,49,14,35,24,20,4,17,13
164,2026-01-06,2025-26,286,Rochester,Away,122,RIT,83,87,83,78,80.5,1,1.1154,0.3824,0.4,0.4559,0.5139,0.0583,0.4265,100,111.538,0.0853,0.3077,0.3676,0.1615,26,68,10,25,21,29,5,8,26,8,18,20,24,7,17,13
165,2026-02-20,2025-26,115,St. Lawrence,Home,19,Rensselaer,48,56,60,59,59.5,0.8,0.9492,0.3725,0.0455,0.3824,0.4135,0.1211,0.3137,80,94.915,0.0958,0.3684,0.4314,0.2101,19,51,1,22,9,16,8,7,25,4,21,14,11,9,12,10
165,2026-02-20,2025-26,19,Rensselaer,Away,115,St. Lawrence,56,48,59,60,59.5,0.9492,0.8,0.4348,0.2917,0.5109,0.5414,0.213,0.2826,94.92,80,0.1756,0.7,0.5217,0.2857,20,46,7,24,9,13,14,14,34,7,27,11,14,5,12,10
166,2026-02-21,2025-26,118,Clarkson,Home,19,Rensselaer,66,75,64,65,64.5,1.0313,1.1538,0.383,0.4815,0.5213,0.5647,0.1461,0.5532,103.13,115.385,0.1385,0.6111,0.5745,0.2093,18,47,13,27,17,26,10,11,27,7,20,19,18,7,20,8
166,2026-02-21,2025-26,19,Rensselaer,Away,118,Clarkson,75,66,65,64,64.5,1.1538,1.0313,0.5435,0.4545,0.6522,0.6579,0.1739,0.5435,115.38,103.125,0.1786,0.6,0.4783,0.2558,25,46,10,22,15,25,12,15,33,6,27,18,19,9,20,8
167,2026-01-10,2025-26,286,Rochester,Home,335,Emory,90,95,80,80,80,1.125,1.1875,0.4247,0.32,0.4795,0.5414,0.0673,0.3151,112.5,118.75,0.1358,0.4516,0.3425,0.25,31,73,8,25,20,23,6,14,40,13,27,19,20,7,16,13
167,2026-01-10,2025-26,335,Emory,Away,286,Rochester,95,90,80,80,80,1.1875,1.125,0.4932,0.2857,0.5342,0.5715,0.0777,0.3151,118.75,112.5,0.1741,0.5278,0.2877,0.2688,36,73,6,21,17,23,7,19,43,11,32,20,19,5,16,13
168,2026-02-27,2025-26,19,Rensselaer,Home,115,St. Lawrence,62,58,61,61,61,1.0164,0.9508,0.4348,0.3571,0.5435,0.5703,0.1808,0.413,101.64,95.082,0.2226,0.95,0.6087,0.2049,20,46,10,28,12,19,12,19,25,4,21,12,18,8,7,9
168,2026-02-27,2025-26,115,St. Lawrence,Away,19,Rensselaer,58,62,61,61,61,0.9508,1.0164,0.42,0.3333,0.49,0.5331,0.1807,0.2,95.08,101.639,0.1194,0.4286,0.42,0.1885,21,50,7,21,9,10,12,9,23,5,18,18,12,9,7,9
169,2026-01-16,2025-26,340,NYU,Home,286,Rochester,66,54,70,71,70.5,0.9429,0.7606,0.4035,0.5238,0.5,0.5189,0.201,0.2632,94.29,76.056,0.1674,0.6957,0.3684,0.2837,23,57,11,21,9,15,16,16,40,10,30,12,13,8,22,14
169,2026-01-16,2025-26,286,Rochester,Away,340,NYU,54,66,71,70,70.5,0.7606,0.9429,0.3276,0.3125,0.4138,0.442,0.2276,0.1207,76.06,94.286,0.1412,0.6842,0.5517,0.234,19,58,10,32,6,7,18,13,33,7,26,13,12,10,22,14
170,2026-03-01,2025-26,19,Rensselaer,Home,131,Vassar,53,57,60,61,60.5,0.8833,0.9344,0.4,0.3125,0.45,0.4871,0.142,0.2,88.33,93.443,0.1478,0.55,0.32,0.1983,20,50,5,16,8,10,9,11,24,3,21,11,14,6,8,11
170,2026-03-01,2025-26,131,Vassar,Away,19,Rensselaer,57,53,61,60,60.5,0.9344,0.8833,0.3729,0.3158,0.4237,0.4434,0.1228,0.2034,93.44,88.333,0.1507,0.5909,0.322,0.3306,22,59,6,19,7,12,9,13,40,14,26,14,11,5,8,11
171,2026-01-18,2025-26,343,Brandeis,Home,286,Rochester,85,70,68,67,67.5,1.25,1.0448,0.5077,0.4286,0.5769,0.6124,0.1034,0.1538,125,104.478,0.1801,0.5152,0.3231,0.3185,33,65,9,21,10,10,8,17,43,10,33,14,11,2,14,17
171,2026-01-18,2025-26,286,Rochester,Away,343,Brandeis,70,85,67,68,67.5,1.0448,1.25,0.3594,0.2273,0.3984,0.4779,0.0518,0.3281,104.48,125,0.0608,0.2174,0.3438,0.2519,23,64,5,22,19,21,4,5,34,12,22,11,14,5,14,17
12,2025-12-28,2025-26,26,Wheaton College (MA),Home,25,Middlebury College,164,156,166,166,166,0.988,0.9398,0.4531,0.4615,0.5469,0.5701,0.1531,0.2813,98.8,93.976,0.1749,0.6207,0.4063,0.1867,58,128,24,52,24,36,26,36,62,8,54,36,34,14,31,28
12,2025-12-28,2025-26,25,Middlebury College,Away,26,Wheaton College (MA),100,107,109,110,109.5,0.9174,0.9727,0.3762,0.225,0.4208,0.45,0.1525,0.2277,91.74,97.273,0.1437,0.5789,0.396,0.2968,38,101,9,40,15,23,20,22,65,23,42,23,21,10,31,28
16,2026-01-09,2025-26,1,Middlebury,Home,33,Trinity (CT),62,79,66,67,66.5,0.9394,1.1791,0.4706,0.2,0.5098,0.5146,0.2099,0.4118,93.94,117.91,0.116,0.4167,0.3922,0.2556,24,51,4,20,10,21,16,10,34,9,25,19,18,4,28,8
16,2026-01-09,2025-26,33,Trinity (CT),Away,1,Middlebury,79,62,67,66,66.5,1.1791,0.9394,0.4262,0.4091,0.5,0.552,0.0653,0.3934,117.91,93.939,0.1052,0.3462,0.3607,0.2105,26,61,9,22,18,24,5,9,28,9,19,18,19,13,28,8
172,2026-01-23,2025-26,286,Rochester,Home,5,Carnegie Mellon,94,84,73,77,75,1.2877,1.0909,0.5517,0.5,0.6638,0.7178,0.1964,0.2931,128.77,109.091,0.1726,0.5313,0.4483,0.1733,32,58,13,26,17,17,16,17,26,6,20,24,15,10,18,15
172,2026-01-23,2025-26,5,Carnegie Mellon,Away,286,Rochester,84,94,77,73,75,1.0909,1.2877,0.4677,0.3704,0.5484,0.5788,0.2075,0.3871,109.09,128.767,0.1408,0.5172,0.4355,0.18,29,62,10,27,16,24,19,15,27,13,14,15,24,4,18,15
189,2025-11-25,2025-26,380,UMass Boston,Home,270,Wheaton (MA),71,68,67,64,65.5,1.0597,1.0625,0.5,0.3529,0.5536,0.5671,0.1495,0.2679,105.97,106.25,0.109,0.3214,0.3036,0.2443,28,56,6,17,9,15,11,9,32,11,21,10,15,7,12,11
189,2025-11-25,2025-26,270,Wheaton (MA),Away,380,UMass Boston,68,71,64,67,65.5,1.0625,1.0597,0.5179,0.4286,0.5982,0.5886,0.172,0.0714,106.25,105.97,0.177,0.5172,0.375,0.2137,29,56,9,21,1,4,12,15,28,6,22,15,10,4,12,11
191,2025-12-06,2025-26,384,Emerson,Home,270,Wheaton (MA),79,76,76,72,74,1.0395,1.0556,0.5,0.5238,0.61,0.6522,0.2388,0.48,103.95,105.556,0.1586,0.6,0.42,0.2162,25,50,11,21,18,24,19,15,32,8,24,27,24,5,24,18
191,2025-12-06,2025-26,270,Wheaton (MA),Away,384,Emerson,76,79,72,76,74,1.0556,1.0395,0.4286,0.28,0.5,0.5901,0.1459,0.7143,105.56,103.947,0.1171,0.4762,0.5102,0.1554,21,49,7,25,27,35,11,10,23,6,17,24,27,7,24,18
197,2026-01-17,2025-26,270,Wheaton (MA),Home,395,Clark (MA),68,66,73,70,71.5,0.9315,0.9429,0.38,0.25,0.43,0.5343,0.1907,0.62,93.15,94.286,0.1027,0.4737,0.4,0.2238,19,50,5,20,25,31,15,9,32,8,24,17,23,8,13,13
197,2026-01-17,2025-26,395,Clark (MA),Away,270,Wheaton (MA),66,68,70,73,71.5,0.9429,0.9315,0.3966,0.3214,0.4741,0.4973,0.1844,0.3276,94.29,93.151,0.1191,0.4783,0.4828,0.2378,23,58,9,28,11,19,15,11,34,11,23,23,17,8,13,13
201,2026-01-28,2025-26,270,Wheaton (MA),Home,390,Coast Guard,78,63,74,75,74.5,1.0541,0.84,0.5636,0.3158,0.6182,0.6198,0.1925,0.3273,105.41,84,0.1523,0.4516,0.3455,0.2349,31,55,6,19,10,18,15,14,35,5,30,15,14,14,18,15
201,2026-01-28,2025-26,390,Coast Guard,Away,270,Wheaton (MA),63,78,75,74,74.5,0.84,1.0541,0.35,0.3333,0.4167,0.473,0.1937,0.25,84,105.405,0.0983,0.4286,0.4,0.2081,21,60,8,24,13,15,16,9,31,9,22,14,15,9,18,15
173,2026-01-25,2025-26,286,Rochester,Home,347,CWRU,97,88,89,88,88.5,1.0899,1,0.3974,0.3103,0.4551,0.5217,0.1058,0.4359,108.99,100,0.0957,0.3548,0.3718,0.2316,31,78,9,29,26,34,11,11,41,12,29,24,31,10,18,36
173,2026-01-25,2025-26,347,CWRU,Away,286,Rochester,88,97,88,89,88.5,1,1.0899,0.4521,0.3,0.5137,0.5322,0.1536,0.3014,100,108.989,0.1094,0.3636,0.411,0.2542,33,73,9,30,13,22,15,12,45,13,32,31,24,5,18,36
181,2026-02-22,2025-26,347,CWRU,Home,286,Rochester,110,98,78,79,78.5,1.4103,1.2405,0.5588,0.4545,0.6691,0.704,0.152,0.3382,141.03,124.051,0.1319,0.3684,0.4853,0.242,38,68,15,33,19,23,14,14,38,15,23,14,21,9,22,13
181,2026-02-22,2025-26,286,Rochester,Away,347,CWRU,98,110,79,78,78.5,1.2405,1.4103,0.5588,0.4375,0.6618,0.6647,0.14,0.1912,124.05,141.026,0.2258,0.6579,0.4706,0.121,38,68,14,32,8,13,12,25,19,4,15,21,14,9,22,13
182,2026-02-28,2025-26,335,Emory,Home,286,Rochester,93,89,80,79,79.5,1.1625,1.1266,0.5231,0.3235,0.6077,0.6301,0.1193,0.3077,116.25,112.658,0.1603,0.4706,0.5231,0.2075,34,65,11,34,14,20,10,16,33,7,26,13,18,7,10,17
182,2026-02-28,2025-26,286,Rochester,Away,335,Emory,89,93,79,80,79.5,1.1266,1.1625,0.4925,0.3333,0.5597,0.594,0.1479,0.2687,112.66,116.25,0.1699,0.5455,0.403,0.195,33,67,9,27,14,18,13,18,31,11,20,18,13,10,10,17
183,2025-11-08,2025-26,270,Wheaton (MA),Home,368,Wentworth,92,66,74,75,74.5,1.2432,0.88,0.5397,0.4286,0.6349,0.6694,0.1591,0.2063,124.32,88,0.1966,0.5882,0.4444,0.2013,34,63,12,28,12,13,13,20,30,7,23,23,14,11,24,27
183,2025-11-08,2025-26,368,Wentworth,Away,270,Wheaton (MA),66,92,75,74,74.5,0.88,1.2432,0.4,0.3333,0.46,0.541,0.2375,0.5,88,124.324,0.1111,0.5,0.36,0.1544,20,50,6,18,20,25,19,10,23,3,20,14,23,6,24,27
190,2025-12-03,2025-26,270,Wheaton (MA),Home,382,Springfield,78,64,68,69,68.5,1.1471,0.9275,0.5179,0.381,0.5893,0.6187,0.1486,0.2857,114.71,92.754,0.1685,0.5172,0.375,0.1971,29,56,8,21,12,16,11,15,27,5,22,13,16,6,14,16
190,2025-12-03,2025-26,382,Springfield,Away,270,Wheaton (MA),64,78,69,68,68.5,0.9275,1.1471,0.5417,0.3125,0.5938,0.6006,0.2309,0.25,92.75,114.706,0.1476,0.4615,0.3333,0.146,26,48,5,16,7,12,16,12,20,2,18,16,13,5,14,16
198,2026-01-20,2025-26,398,Salve Regina,Home,270,Wheaton (MA),53,72,68,70,69,0.7794,1.0286,0.4,0.1538,0.42,0.461,0.2385,0.34,77.94,102.857,0.0621,0.25,0.26,0.1957,20,50,2,13,11,17,18,5,27,9,18,14,15,11,10,17
198,2026-01-20,2025-26,270,Wheaton (MA),Away,398,Salve Regina,72,53,70,68,69,1.0286,0.7794,0.4561,0.381,0.5263,0.5583,0.2086,0.2982,102.86,77.941,0.1284,0.4615,0.3684,0.2464,26,57,8,21,12,17,17,12,34,11,23,15,14,13,10,17
206,2026-02-18,2025-26,270,Wheaton (MA),Home,398,Salve Regina,62,69,65,65,65,0.9538,1.0615,0.3929,0.2121,0.4554,0.485,0.0987,0.3214,95.38,106.154,0.1649,0.6364,0.5893,0.1538,22,56,7,33,11,18,7,14,20,7,13,17,15,9,8,7
206,2026-02-18,2025-26,398,Salve Regina,Away,270,Wheaton (MA),69,62,65,65,65,1.0615,0.9538,0.5098,0.1333,0.5294,0.5812,0.2327,0.3725,106.15,95.385,0.1245,0.4231,0.2941,0.2923,26,51,2,15,15,19,18,11,38,11,27,15,17,3,8,7
199,2026-01-22,2025-26,270,Wheaton (MA),Home,32,WPI,70,82,66,67,66.5,1.0606,1.2239,0.5,0.4783,0.6146,0.6359,0.1666,0.3333,106.06,122.388,0.1645,0.5417,0.4792,0.1729,24,48,11,23,11,16,11,13,23,2,21,17,15,3,9,16
199,2026-01-22,2025-26,32,WPI,Away,270,Wheaton (MA),82,70,67,66,66.5,1.2239,1.0606,0.5263,0.35,0.5877,0.6273,0.0841,0.3333,122.39,106.061,0.1336,0.3667,0.3509,0.2105,30,57,7,20,15,19,6,11,28,5,23,15,17,9,9,16
174,2026-01-30,2025-26,350,Chicago,Home,286,Rochester,72,63,73,75,74,0.9863,0.84,0.4364,0.1579,0.4636,0.5313,0.191,0.5273,98.63,84,0.1344,0.5417,0.3455,0.3243,24,55,3,19,21,29,16,13,48,12,36,15,21,0,21,16
174,2026-01-30,2025-26,286,Rochester,Away,350,Chicago,63,72,75,73,74,0.84,0.9863,0.375,0.2609,0.4219,0.4434,0.0658,0.25,84,98.63,0.0952,0.3333,0.3594,0.1216,24,64,6,23,9,16,5,8,18,1,17,21,15,8,21,16
176,2026-02-06,2025-26,286,Rochester,Home,350,Chicago,78,88,74,69,71.5,1.0541,1.2754,0.4727,0.4,0.5455,0.5909,0.12,0.4545,105.41,127.536,0.0964,0.3077,0.3636,0.1818,26,55,8,20,18,25,9,8,26,5,21,18,21,6,13,16
176,2026-02-06,2025-26,350,Chicago,Away,286,Rochester,88,78,69,74,71.5,1.2754,1.0541,0.5082,0.3704,0.5902,0.6074,0.1213,0.4262,127.54,105.405,0.2255,0.7742,0.4426,0.3007,31,61,10,27,16,26,10,24,43,17,26,21,18,4,13,16
179,2026-02-15,2025-26,286,Rochester,Home,343,Brandeis,89,83,74,74,74,1.2027,1.1216,0.4242,0.3929,0.5076,0.5714,0.0715,0.4091,120.27,112.162,0.1767,0.6429,0.4242,0.2635,28,66,11,28,22,27,6,18,39,10,29,17,21,5,13,19
179,2026-02-15,2025-26,343,Brandeis,Away,286,Rochester,83,89,74,74,74,1.1216,1.2027,0.4375,0.2333,0.4922,0.5533,0.0854,0.3906,112.16,120.27,0.1368,0.4643,0.4688,0.2635,28,64,7,30,20,25,7,13,39,10,29,21,17,3,13,19
134,2025-11-16,2025-26,19,Rensselaer,Home,270,Wheaton (MA),56,60,64,64,64,0.875,0.9375,0.3922,0.3158,0.451,0.4824,0.1211,0.3137,87.5,93.75,0.1538,0.6,0.3725,0.2109,20,51,6,19,10,16,8,12,27,4,23,13,15,8,7,15
134,2025-11-16,2025-26,270,Wheaton (MA),Away,19,Rensselaer,60,56,64,64,64,0.9375,0.875,0.3704,0.4444,0.4815,0.5176,0.1715,0.1667,93.75,87.5,0.1464,0.6,0.5,0.2578,20,54,12,27,8,9,12,12,33,6,27,15,13,3,7,15
175,2026-02-01,2025-26,351,WashU,Home,286,Rochester,89,78,77,77,77,1.1558,1.013,0.4576,0.2105,0.4915,0.6017,0.1592,0.5763,115.58,101.299,0.1373,0.5185,0.322,0.2792,27,59,4,19,31,34,14,14,43,13,30,15,26,5,17,19
175,2026-02-01,2025-26,286,Rochester,Away,351,WashU,78,89,77,77,77,1.013,1.1558,0.4516,0.3793,0.5403,0.5722,0.139,0.2258,101.3,115.584,0.0918,0.2857,0.4677,0.1364,28,62,11,29,11,14,11,8,21,2,19,26,15,9,17,19
187,2025-11-18,2025-26,270,Wheaton (MA),Home,375,Bridgewater St.,90,81,73,75,74,1.2329,1.08,0.5068,0.4,0.589,0.5915,0.1162,0.0959,123.29,108,0.1729,0.4865,0.411,0.277,37,73,12,30,4,7,10,18,41,14,27,17,11,5,17,18
187,2025-11-18,2025-26,375,Bridgewater St.,Away,270,Wheaton (MA),81,90,75,73,74,1.08,1.2329,0.3816,0.3103,0.4408,0.4727,0.0755,0.2895,108,123.288,0.0702,0.2414,0.3816,0.2568,29,76,9,29,14,22,7,7,38,16,22,11,17,6,17,18
177,2026-02-08,2025-26,286,Rochester,Home,351,WashU,76,72,74,72,73,1.027,1,0.403,0.2667,0.4328,0.4956,0.0612,0.3284,102.7,100,0.1281,0.4444,0.2239,0.274,27,67,4,15,18,22,5,12,40,11,29,16,15,6,14,18
177,2026-02-08,2025-26,351,WashU,Away,286,Rochester,72,76,72,74,73,1,1.027,0.3939,0.2174,0.4318,0.4702,0.1052,0.3636,100,102.703,0.1575,0.6154,0.3485,0.3219,26,66,5,23,15,24,9,16,47,15,32,15,16,4,14,18
178,2026-02-13,2025-26,286,Rochester,Home,340,NYU,80,88,68,68,68,1.1765,1.2941,0.5345,0.5,0.6466,0.6502,0.1744,0.1379,117.65,129.412,0.1858,0.5484,0.4483,0.1397,31,58,13,26,5,8,13,17,19,6,13,12,11,10,11,22
