##,Player,GS,MIN,REB,PF,A,TO,BLK,STL,PTS,ORB,DRB,FG_pct,3PT_pct,FT_pct,Team,Date,Won
20,20 Bobby Sommers,0,18,1,1,1,0,0,0,0,0,1,0,0,NA,Amherst,2023-01-07,0
12,12 Drew Martin,0,3,1,0,0,1,0,0,0,0,1,NA,NA,NA,Amherst,2023-01-07,0
TM,TM Team,0,0,5,0,0,0,0,0,0,2,3,NA,NA,NA,Amherst,2023-01-07,0
,Totals,NA,200,36,16,6,11,5,0,46,6,30,0.32,0.2857142857142857,0.6666666666666666,Amherst,2023-01-07,0
14,14 James McGowan,1,29,3,3,2,1,0,3,11,1,2,0.36363636363636365,0.25,1,Middlebury,2023-01-13,1
03,03 Alex Halpern,1,26,2,2,3,1,0,1,11,0,2,0.5,0,1,Middlebury,2023-01-13,1
33,33 Xander Werkman,1,17,2,4,0,1,0,0,8,1,1,0.5714285714285714,NA,NA,Middlebury,2023-01-13,1
01,01 Michael Simonds,1,21,2,2,0,1,0,0,6,0,2,0.3333333333333333,0.5,0,Middlebury,2023-01-13,1
15,15 Afamdi Achufusi,1,26,3,2,2,1,0,0,2,3,0,0,0,1,Middlebury,2023-01-13,1
04,04 Jaden Hill,0,18,1,2,1,1,0,4,6,0,1,0.375,0,NA,Middlebury,2023-01-13,1
23,23 Andrew Szwez,0,16,3,2,0,2,1,0,5,1,2,0.5,0.3333333333333333,NA,Middlebury,2023-01-13,1
35,35 Kevin Reeves,0,10,3,1,0,1,0,2,5,1,2,1,NA,0.3333333333333333,Middlebury,2023-01-13,1
21,21 Will Logue,0,13,1,0,2,3,0,0,2,0,1,0.5,0,NA,Middlebury,2023-01-13,1
24,24 Nolan Bessire,0,10,1,0,0,1,0,1,2,1,0,0.5,NA,NA,Middlebury,2023-01-13,1
12,12 Zach  Goffin,0,4,0,0,0,1,0,0,2,0,0,1,NA,NA,Middlebury,2023-01-13,1
22,22 Jack Shea,0,7,1,2,0,1,0,0,0,0,1,NA,NA,NA,Middlebury,2023-01-13,1
32,32 Gabe Gitter-Dentz,0,3,0,0,0,0,0,0,0,0,0,NA,NA,NA,Middlebury,2023-01-13,1
TM,TM TEAM,0,0,3,0,0,0,0,0,0,0,3,NA,NA,NA,Middlebury,2023-01-13,1
,Totals,NA,200,25,20,10,15,1,11,60,8,17,0.42105263157894735,0.25,0.7272727272727273,Middlebury,2023-01-13,1
33,"33 Stevens, Sam",1,22,8,1,1,2,0,1,14,1,7,0.5,0.6666666666666666,0.8571428571428571,Bowdoin,2023-01-13,0
31,"31 Sobel, Alex",1,26,8,1,6,3,4,3,12,3,5,0.4,NA,0.6666666666666666,Bowdoin,2023-01-13,0
03,"03 Osher, Noah",1,19,2,3,2,1,0,1,10,0,2,0.3333333333333333,0.5,1,Bowdoin,2023-01-13,0
02,"02 Bobbett, Jaden",1,18,0,2,0,3,0,0,9,0,0,0.75,0.75,NA,Bowdoin,2023-01-13,0
24,"24 Brennan, David",1,21,6,1,0,2,0,1,1,4,2,0,NA,0.5,Bowdoin,2023-01-13,0
04,"04 Goldman, Nash",0,14,1,1,1,1,0,2,9,0,1,0.6,0.6,NA,Bowdoin,2023-01-13,0
22,"22 Flaks, Evan",0,21,1,2,1,0,0,0,5,0,1,0.3333333333333333,0,0.5,Bowdoin,2023-01-13,0
12,"12 Witherington, Edward",0,7,4,1,0,1,0,0,5,2,2,1,1,NA,Bowdoin,2023-01-13,0
11,"11 Shin, Lucas",0,4,1,0,1,0,0,0,4,0,1,0.5,0,1,Bowdoin,2023-01-13,0
14,"14 Joseph, Tristan",0,5,0,0,0,1,0,2,3,0,0,1,1,NA,Bowdoin,2023-01-13,0
21,"21 McKersie, Jackson",0,12,4,1,1,2,0,1,2,2,2,1,NA,NA,Bowdoin,2023-01-13,0
23,"23 Moore, Charley",0,8,1,0,0,0,0,0,2,0,1,0.5,0,0,Bowdoin,2023-01-13,0
10,"10 Cisse, Lamine",0,5,0,0,0,2,0,1,2,0,0,0.5,0,0,Bowdoin,2023-01-13,0
25,"25 Zodda, Thomas",0,5,1,2,0,0,0,0,2,0,1,0.5,NA,NA,Bowdoin,2023-01-13,0
13,"13 Newell, Mark",0,4,1,0,0,2,0,0,0,0,1,NA,NA,NA,Bowdoin,2023-01-13,0
05,"05 Urena, Oliver",0,3,0,0,0,0,0,0,0,0,0,NA,NA,NA,Bowdoin,2023-01-13,0
15,"15 Smith, Dean",0,3,0,0,0,0,0,0,0,0,0,0,0,NA,Bowdoin,2023-01-13,0
41,"41 Carlson, Peter",0,3,1,0,1,0,0,0,0,1,0,0,NA,NA,Bowdoin,2023-01-13,0
TM,TM TEAM,0,0,3,0,0,0,0,0,0,2,1,NA,NA,NA,Bowdoin,2023-01-13,0
,Totals,NA,200,42,15,14,20,4,12,80,15,27,0.48,0.5,0.6666666666666666,Bowdoin,2023-01-13,0
12,12 Noah Tyson,1,37,5,4,4,2,0,1,14,1,4,0.5,0.3333333333333333,1,Middlebury,2023-01-14,1
14,14 Will King,1,32,5,1,2,5,0,1,12,0,5,0.6666666666666666,NA,0.6666666666666666,Middlebury,2023-01-14,1
01,01 Max Poulton,1,38,1,2,3,2,0,1,11,0,1,0.3333333333333333,0.42857142857142855,NA,Middlebury,2023-01-14,1
32,32 Jack Lawson,1,28,5,3,2,2,0,0,9,0,5,0.4444444444444444,0.25,NA,Middlebury,2023-01-14,1
20,20 Ben Kaczmarek,1,29,5,4,1,0,0,2,7,2,3,0.375,0.2,NA,Middlebury,2023-01-14,1
03,03 Kyle Butler,0,16,1,0,0,1,0,1,7,1,0,0.75,0.5,NA,Middlebury,2023-01-14,1
00,00 Liam O'Connell,0,6,0,1,0,0,0,1,3,0,0,0.5,0,0.3333333333333333,Middlebury,2023-01-14,1
05,05 Cooper Wirkala,0,7,0,1,1,1,0,0,0,0,0,0,0,NA,Middlebury,2023-01-14,1
23,23 Henry Westrich,0,4,2,0,0,1,0,1,0,1,1,0,NA,NA,Middlebury,2023-01-14,1
21,21 Alec McGovern,0,3,0,1,0,0,1,0,0,0,0,0,NA,NA,Middlebury,2023-01-14,1
TM,TM TEAM,0,0,1,0,0,1,0,0,0,1,0,NA,NA,NA,Middlebury,2023-01-14,1
,Totals,NA,200,25,17,13,15,1,8,63,6,19,0.42105263157894735,0.2962962962962963,0.6363636363636364,Middlebury,2023-01-14,1
31,"31 Sobel, Alex",1,29,8,2,1,5,7,0,15,2,6,0.5555555555555556,NA,0.8333333333333334,Colby,2023-01-14,0
33,"33 Stevens, Sam",1,32,3,1,1,2,0,3,14,1,2,0.45454545454545453,0,1,Colby,2023-01-14,0
03,"03 Osher, Noah",1,32,5,0,1,2,0,2,13,0,5,0.3,0.4,1,Colby,2023-01-14,0
24,"24 Brennan, David",1,25,10,2,0,1,0,1,11,4,6,0.5714285714285714,NA,1,Colby,2023-01-14,0
02,"02 Bobbett, Jaden",1,24,1,2,4,3,0,1,2,0,1,0.3333333333333333,0,NA,Colby,2023-01-14,0
04,"04 Goldman, Nash",0,14,2,1,0,0,0,0,8,0,2,0.42857142857142855,0.3333333333333333,NA,Colby,2023-01-14,0
22,"22 Flaks, Evan",0,16,3,4,2,2,0,0,5,1,2,0.2,0.3333333333333333,1,Colby,2023-01-14,0
12,"12 Witherington, Edward",0,10,1,1,1,0,0,0,2,0,1,1,NA,NA,Colby,2023-01-14,0
23,"23 Moore, Charley",0,4,2,0,0,0,0,0,2,2,0,0.5,NA,NA,Colby,2023-01-14,0
21,"21 McKersie, Jackson",0,14,2,2,1,1,1,0,0,1,1,NA,NA,NA,Colby,2023-01-14,0
TM,TM TEAM,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,Colby,2023-01-14,0
,Totals,NA,200,37,15,11,16,8,7,72,11,26,0.43636363636363634,0.2631578947368421,0.95,Colby,2023-01-14,0
31,"31 Sobel, Alex",1,31,16,2,6,2,5,1,31,6,10,0.7222222222222222,NA,0.625,Middlebury,2023-01-16,1
33,"33 Stevens, Sam",1,37,3,0,0,2,0,1,13,0,3,0.3333333333333333,0,0.8333333333333334,Middlebury,2023-01-16,1
24,"24 Brennan, David",1,27,13,0,1,2,1,0,11,8,5,0.5,NA,0.75,Middlebury,2023-01-16,1
03,"03 Osher, Noah",1,32,2,3,1,4,0,0,10,0,2,0.36363636363636365,0.5,1,Middlebury,2023-01-16,1
02,"02 Bobbett, Jaden",1,20,1,1,1,3,0,0,3,0,1,1,1,NA,Middlebury,2023-01-16,1
22,"22 Flaks, Evan",0,20,1,1,2,1,0,1,16,0,1,0.7142857142857143,1,1,Middlebury,2023-01-16,1
21,"21 McKersie, Jackson",0,13,3,1,3,0,1,0,2,2,1,0.25,NA,NA,Middlebury,2023-01-16,1
04,"04 Goldman, Nash",0,11,0,1,0,1,0,0,0,0,0,0,0,NA,Middlebury,2023-01-16,1
12,"12 Witherington, Edward",0,7,0,2,0,0,0,0,0,0,0,0,0,NA,Middlebury,2023-01-16,1
23,"23 Moore, Charley",0,2,0,1,0,1,0,0,0,0,0,NA,NA,NA,Middlebury,2023-01-16,1
TM,TM TEAM,0,0,2,0,0,0,0,0,0,2,0,NA,NA,NA,Middlebury,2023-01-16,1
,Totals,NA,200,41,12,14,16,7,3,86,18,23,0.49230769230769234,0.5454545454545454,0.7619047619047619,Middlebury,2023-01-16,1
03,03 Octavio Brito,1,33,6,5,3,3,0,2,25,4,2,0.5238095238095238,0.5,NA,State,2023-01-16,0
04,04 Nate Siow,1,38,5,0,6,1,0,2,18,2,3,0.6363636363636364,0,0.6666666666666666,State,2023-01-16,0
13,13 Jeff Hunter,1,38,8,3,4,1,4,5,18,5,3,0.6,0,0,State,2023-01-16,0
01,01 Jeric Cichon,1,31,5,2,0,2,0,2,10,1,4,0.5,0,1,State,2023-01-16,0
12,12 Mason Jean Baptiste,1,32,3,1,1,1,0,0,7,1,2,0.375,0.5,NA,State,2023-01-16,0
02,02 Mike Carothers,0,2,0,0,1,0,0,0,4,0,0,1,1,0.3333333333333333,State,2023-01-16,0
24,24 Spencer Aronson,0,22,0,2,0,2,0,0,0,0,0,0,0,NA,State,2023-01-16,0
00,00 Tahmeen Dupree,0,4,0,0,0,1,0,1,0,0,0,NA,NA,NA,State,2023-01-16,0
TM,TM TEAM,0,0,5,0,0,0,0,0,0,2,3,NA,NA,NA,State,2023-01-16,0
,Totals,NA,200,32,13,15,11,4,12,82,15,17,0.49295774647887325,0.29411764705882354,0.5384615384615384,State,2023-01-16,0
31,"31 Sobel, Alex",1,33,13,3,4,3,1,2,18,6,7,0.4375,NA,0.5714285714285714,Middlebury,2023-01-21,1
03,"03 Osher, Noah",1,33,6,2,0,1,0,0,9,0,6,0.1875,0.16666666666666666,1,Middlebury,2023-01-21,1
33,"33 Stevens, Sam",1,31,6,2,0,2,0,0,9,1,5,0.2,0.2,1,Middlebury,2023-01-21,1
24,"24 Brennan, David",1,27,9,3,0,1,0,2,4,5,4,0.3333333333333333,NA,1,Middlebury,2023-01-21,1
02,"02 Bobbett, Jaden",1,20,2,3,1,1,0,1,3,2,0,0.3333333333333333,0.5,NA,Middlebury,2023-01-21,1
04,"04 Goldman, Nash",0,15,2,2,0,0,0,2,10,0,2,0.5,0.4,1,Middlebury,2023-01-21,1
21,"21 McKersie, Jackson",0,11,0,2,0,0,0,0,7,0,0,0.5,NA,1,Middlebury,2023-01-21,1
22,"22 Flaks, Evan",0,22,3,2,2,1,0,0,0,1,2,0,0,NA,Middlebury,2023-01-21,1
23,"23 Moore, Charley",0,6,0,1,0,0,0,0,0,0,0,0,0,NA,Middlebury,2023-01-21,1
12,"12 Witherington, Edward",0,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,Middlebury,2023-01-21,1
TM,TM Team,0,0,5,0,0,0,0,0,0,3,2,NA,NA,NA,Middlebury,2023-01-21,1
,Totals,NA,200,46,20,7,9,1,7,60,18,28,0.3076923076923077,0.22727272727272727,0.8333333333333334,Middlebury,2023-01-21,1
11,11 Spencer Spivy,1,34,10,3,1,3,1,2,13,2,8,0.5,0.6,0.5,Williams,2023-01-21,0
10,10 Nate Karren,1,21,4,3,4,4,0,0,7,1,3,0.42857142857142855,0.3333333333333333,NA,Williams,2023-01-21,0
21,21 Declan Porter,1,33,4,1,1,1,0,0,3,0,4,0.1111111111111111,0.2,NA,Williams,2023-01-21,0
31,31 Evan Glatzer,1,23,4,1,0,1,0,1,2,0,4,0.2,NA,NA,Williams,2023-01-21,0
15,15 Hudson Hansen,1,17,1,4,0,1,2,0,2,0,1,0.3333333333333333,NA,NA,Williams,2023-01-21,0
03,03 Cole Prowitt-Smith,0,29,5,2,1,1,0,0,20,1,4,0.46153846153846156,0.42857142857142855,0.8333333333333334,Williams,2023-01-21,0
22,22 Alex Lee,0,24,0,0,0,2,1,0,6,0,0,1,NA,1,Williams,2023-01-21,0
05,05 Brandon Arnold,0,13,4,1,1,0,1,2,2,2,2,0,0,0.5,Williams,2023-01-21,0
14,14 Noah Dinkins,0,4,0,1,1,0,0,0,0,0,0,NA,NA,NA,Williams,2023-01-21,0
01,01 David Elien Jr.,0,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,Williams,2023-01-21,0
TM,TM Team,0,0,3,0,0,0,0,0,0,1,2,NA,NA,NA,Williams,2023-01-21,0
,Totals,NA,200,35,16,9,13,5,5,55,7,28,0.3673469387755102,0.38095238095238093,0.6875,Williams,2023-01-21,0
02,02 Steph Baxter,1,38,5,2,3,3,0,3,21,0,5,0.5625,0.5,0.5,Middlebury,2023-01-27,1
30,30 Elliott Cravitz,1,19,2,1,2,1,0,0,9,0,2,0.4,0.16666666666666666,NA,Middlebury,2023-01-27,1
00,00 Devin Harris,1,22,0,5,1,3,2,1,4,0,0,0.6666666666666666,NA,NA,Middlebury,2023-01-27,1
01,01 Trace Gotham,1,20,1,2,0,1,0,1,3,0,1,0.3333333333333333,0.5,NA,Middlebury,2023-01-27,1
22,22 Peter Psyhogeos,1,14,3,1,1,0,0,0,2,1,2,0.5,NA,NA,Middlebury,2023-01-27,1
34,34 Cam Riley,0,24,0,4,1,0,0,0,14,0,0,0.6,0.6666666666666666,NA,Middlebury,2023-01-27,1
21,21 Stephen Ward,0,18,7,5,0,2,0,0,6,2,5,1,NA,0,Middlebury,2023-01-27,1
05,05 Simon McCormick,0,27,7,0,2,2,0,0,3,0,7,0.14285714285714285,0.14285714285714285,NA,Middlebury,2023-01-27,1
04,04 Jahmir Primer,0,9,1,0,2,0,0,0,2,0,1,0,0,1,Middlebury,2023-01-27,1
14,14 Brady Coyne,0,9,0,1,1,1,0,0,0,0,0,0,0,NA,Middlebury,2023-01-27,1
TM,TM TEAM,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,Middlebury,2023-01-27,1
,Totals,NA,200,26,21,13,13,2,5,64,3,23,0.48214285714285715,0.2916666666666667,0.6,Middlebury,2023-01-27,1
31,"31 Sobel, Alex",1,33,9,1,7,3,1,3,23,5,4,0.42105263157894735,0.5,0.46153846153846156,Bates,2023-01-27,0
33,"33 Stevens, Sam",1,29,4,0,0,0,0,0,13,1,3,0.6,1,1,Bates,2023-01-27,0
03,"03 Osher, Noah",1,32,2,0,1,2,0,0,11,0,2,0.5714285714285714,0.3333333333333333,1,Bates,2023-01-27,0
24,"24 Brennan, David",1,25,7,0,2,1,0,2,10,2,5,1,NA,NA,Bates,2023-01-27,0
02,"02 Bobbett, Jaden",1,25,1,0,5,0,0,1,5,1,0,0.5,0.5,NA,Bates,2023-01-27,0
12,"12 Witherington, Edward",0,13,2,1,0,0,0,0,7,0,2,0.75,0.5,0,Bates,2023-01-27,0
22,"22 Flaks, Evan",0,15,1,2,0,0,0,0,6,0,1,0.3333333333333333,0.5,0.5,Bates,2023-01-27,0
23,"23 Moore, Charley",0,10,2,1,0,0,0,0,6,1,1,0.6666666666666666,NA,1,Bates,2023-01-27,0
04,"04 Goldman, Nash",0,9,0,2,0,1,0,0,0,0,0,0,0,NA,Bates,2023-01-27,0
21,"21 McKersie, Jackson",0,9,3,0,0,0,0,0,0,0,3,0,NA,NA,Bates,2023-01-27,0
TM,TM TEAM,0,0,1,0,0,0,0,0,0,1,0,NA,NA,NA,Bates,2023-01-27,0
,Totals,NA,200,32,7,15,7,1,6,81,11,21,0.5,0.42857142857142855,0.6538461538461539,Bates,2023-01-27,0
25,25 Trumann Gettings,1,30,6,3,2,1,0,0,10,3,3,0.7142857142857143,NA,0,Middlebury,2023-01-28,1
11,11 Tyler Aronson,1,28,4,2,2,0,0,1,9,1,3,0.4444444444444444,0.16666666666666666,NA,Middlebury,2023-01-28,1
00,00 Dylan Thoerner,1,20,3,5,0,0,0,2,9,1,2,0.4444444444444444,0.5,0,Middlebury,2023-01-28,1
10,10 Carson Cohen,1,21,2,1,2,1,0,2,8,0,2,0.3333333333333333,0.4,NA,Middlebury,2023-01-28,1
21,21 Bobby Stewart,1,11,2,1,3,2,0,1,0,0,2,0,NA,NA,Middlebury,2023-01-28,1
14,14 Khai Champion,0,25,0,1,1,2,0,0,10,0,0,0.3076923076923077,0.25,NA,Middlebury,2023-01-28,1
20,20 Scott Gyimesi,0,24,6,1,2,2,1,1,8,3,3,0.5714285714285714,NA,NA,Middlebury,2023-01-28,1
31,31 Joshua Bernstein,0,14,2,3,0,1,1,0,2,0,2,0.25,NA,NA,Middlebury,2023-01-28,1
04,04 Theo Henry,0,13,1,1,2,3,0,0,0,0,1,0,0,NA,Middlebury,2023-01-28,1
22,22 Casey McLaren,0,10,1,0,0,0,0,0,0,0,1,NA,NA,NA,Middlebury,2023-01-28,1
02,02 James Morakis,0,4,0,1,0,2,0,0,0,0,0,0,NA,NA,Middlebury,2023-01-28,1
TM,TM TEAM,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,Middlebury,2023-01-28,1
,Totals,NA,200,27,19,14,14,2,7,56,8,19,0.3968253968253968,0.2727272727272727,0,Middlebury,2023-01-28,1
31,"31 Sobel, Alex",1,29,10,2,3,1,5,1,19,5,5,0.5384615384615384,NA,0.7142857142857143,Tufts,2023-01-28,0
11,"11 Shin, Lucas",1,4,1,0,0,0,0,0,1,0,1,0,NA,0.5,Tufts,2023-01-28,0
04,"04 Goldman, Nash",1,9,1,0,1,0,0,2,0,0,1,0,0,NA,Tufts,2023-01-28,0
25,"25 Zodda, Thomas",1,4,1,0,0,0,0,0,0,0,1,0,NA,NA,Tufts,2023-01-28,0
41,"41 Carlson, Peter",1,4,0,0,0,1,0,0,0,0,0,0,NA,NA,Tufts,2023-01-28,0
03,"03 Osher, Noah",0,31,4,0,0,3,0,2,16,1,3,0.5454545454545454,0.5,NA,Tufts,2023-01-28,0
33,"33 Stevens, Sam",0,28,4,3,3,5,0,1,14,1,3,0.3333333333333333,0,0.8888888888888888,Tufts,2023-01-28,0
02,"02 Bobbett, Jaden",0,22,2,2,1,0,0,0,6,1,1,0.5,0.5,NA,Tufts,2023-01-28,0
24,"24 Brennan, David",0,25,10,3,0,0,0,0,5,0,10,1,NA,0.5,Tufts,2023-01-28,0
22,"22 Flaks, Evan",0,17,1,0,0,1,0,1,4,0,1,0.2,0,1,Tufts,2023-01-28,0
23,"23 Moore, Charley",0,5,2,0,0,0,0,0,3,1,1,1,NA,1,Tufts,2023-01-28,0
12,"12 Witherington, Edward",0,12,1,1,1,1,0,0,2,1,0,0.3333333333333333,0,NA,Tufts,2023-01-28,0
21,"21 McKersie, Jackson",0,10,1,0,0,0,0,1,2,0,1,0.5,NA,NA,Tufts,2023-01-28,0
TM,TM TEAM,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,Tufts,2023-01-28,0
,Totals,NA,200,38,11,9,12,5,8,72,10,28,0.42857142857142855,0.3157894736842105,0.782608695652174,Tufts,2023-01-28,0
14,14 Alex Williams,1,17,5,1,0,2,1,0,5,2,3,0.3333333333333333,0,0.5,Middlebury,2023-01-31,1
21,21 Jasen Stovall,1,12,2,1,0,0,0,0,5,1,1,0.3333333333333333,1,NA,Middlebury,2023-01-31,1
12,12 Kyle Inglis,1,29,1,1,0,2,0,1,4,0,1,0.4,0,0,Middlebury,2023-01-31,1
02,02 Kamdyn Ayers,1,17,3,1,3,2,0,4,0,0,3,0,NA,NA,Middlebury,2023-01-31,1
05,05 TreyJon Lewis,1,13,2,4,0,0,1,1,0,0,2,0,NA,NA,Middlebury,2023-01-31,1
04,04 Khalon Taylor,0,20,4,2,1,3,1,2,8,0,4,0.25,0,1,Middlebury,2023-01-31,1
30,30 Michael Hills,0,16,1,0,0,1,0,0,4,0,1,0.4,0,NA,Middlebury,2023-01-31,1
22,22 Alex Jean,0,23,5,3,0,1,0,0,2,3,2,0.14285714285714285,NA,0,Middlebury,2023-01-31,1
11,11 Kyle Dzarnowski,0,14,3,0,0,1,0,0,2,0,3,0,NA,0.5,Middlebury,2023-01-31,1
00,00 Marqez Rather,0,13,0,0,0,1,0,0,2,0,0,0.5,NA,NA,Middlebury,2023-01-31,1
24,24 Junior Efosa,0,4,0,0,0,0,0,0,2,0,0,0.5,NA,NA,Middlebury,2023-01-31,1
20,20 Elijah Guillomaitre,0,3,0,1,0,0,0,0,2,0,0,0.3333333333333333,0,NA,Middlebury,2023-01-31,1
31,31 Stravis Lutchman,0,14,4,0,1,1,0,0,0,2,2,0,0,NA,Middlebury,2023-01-31,1
13,13 Nick Gomeau,0,5,0,0,0,0,0,0,0,0,0,0,NA,NA,Middlebury,2023-01-31,1
TM,TM TEAM,0,0,1,0,0,3,0,0,0,1,0,NA,NA,NA,Middlebury,2023-01-31,1
,Totals,NA,200,31,14,5,17,3,8,36,9,22,0.25,0.1111111111111111,0.5,Middlebury,2023-01-31,1
03,"03 Osher, Noah",1,20,1,0,0,1,0,0,14,0,1,0.5555555555555556,0.5,NA,Col.,2023-01-31,0
31,"31 Sobel, Alex",1,22,9,0,4,0,4,1,12,2,7,0.6666666666666666,NA,0,Col.,2023-01-31,0
33,"33 Stevens, Sam",1,17,3,0,3,2,1,0,7,0,3,0.75,1,0,Col.,2023-01-31,0
02,"02 Bobbett, Jaden",1,16,2,2,2,1,0,0,5,0,2,0.5,0.3333333333333333,0,Col.,2023-01-31,0
24,"24 Brennan, David",1,15,7,3,1,1,0,2,2,2,5,0.3333333333333333,NA,NA,Col.,2023-01-31,0
04,"04 Goldman, Nash",0,11,1,1,3,0,0,1,12,0,1,0.5714285714285714,0.5714285714285714,NA,Col.,2023-01-31,0
10,"10 Cisse, Lamine",0,7,1,0,0,1,0,1,8,0,1,0.3333333333333333,NA,1,Col.,2023-01-31,0
22,"22 Flaks, Evan",0,13,2,1,4,1,0,0,7,1,1,0.3333333333333333,0.3333333333333333,1,Col.,2023-01-31,0
05,"05 Urena, Oliver",0,6,1,1,0,1,0,1,6,1,0,0.5,1,0.5,Col.,2023-01-31,0
23,"23 Moore, Charley",0,12,1,0,2,0,1,0,4,0,1,0.5,NA,NA,Col.,2023-01-31,0
11,"11 Shin, Lucas",0,8,1,1,2,0,0,2,3,0,1,1,1,NA,Col.,2023-01-31,0
14,"14 Joseph, Tristan",0,10,1,0,2,0,0,2,2,1,0,0.2,0,NA,Col.,2023-01-31,0
21,"21 McKersie, Jackson",0,9,1,2,1,1,0,0,2,1,0,1,NA,NA,Col.,2023-01-31,0
41,"41 Carlson, Peter",0,6,0,0,0,2,0,0,2,0,0,1,NA,NA,Col.,2023-01-31,0
13,"13 Newell, Mark",0,6,5,0,0,0,0,0,2,0,5,1,NA,NA,Col.,2023-01-31,0
25,"25 Zodda, Thomas",0,5,3,1,1,0,0,0,2,1,2,1,NA,NA,Col.,2023-01-31,0
12,"12 Witherington, Edward",0,12,5,1,0,1,0,1,0,2,3,0,0,NA,Col.,2023-01-31,0
15,"15 Smith, Dean",0,5,1,1,0,0,2,0,0,0,1,0,0,NA,Col.,2023-01-31,0
TM,TM TEAM,0,0,1,0,0,0,0,0,0,1,0,NA,NA,NA,Col.,2023-01-31,0
,Totals,NA,200,46,14,25,12,8,11,90,12,34,0.4927536231884058,0.41935483870967744,0.6923076923076923,Col.,2023-01-31,0
03,"03 Osher, Noah",1,33,4,2,1,0,0,0,21,1,3,0.5,0.4166666666666667,0,Middlebury,2023-02-03,0
31,"31 Sobel, Alex",1,29,10,4,5,4,3,3,18,4,6,0.5,NA,0.5714285714285714,Middlebury,2023-02-03,0
33,"33 Stevens, Sam",1,26,9,3,5,0,0,0,8,3,6,0.3,0.4,NA,Middlebury,2023-02-03,0
02,"02 Bobbett, Jaden",1,17,2,1,1,2,0,0,4,0,2,0.4,0,NA,Middlebury,2023-02-03,0
21,"21 McKersie, Jackson",1,21,3,1,3,2,1,1,0,0,3,0,NA,0,Middlebury,2023-02-03,0
22,"22 Flaks, Evan",0,25,3,3,3,0,0,0,24,0,3,0.6923076923076923,0.8,1,Middlebury,2023-02-03,0
04,"04 Goldman, Nash",0,12,2,2,1,1,0,1,8,1,1,0.5,0.5,NA,Middlebury,2023-02-03,0
24,"24 Brennan, David",0,20,2,0,3,0,1,1,2,2,0,1,NA,0,Middlebury,2023-02-03,0
12,"12 Witherington, Edward",0,8,3,0,1,0,0,0,0,2,1,0,0,NA,Middlebury,2023-02-03,0
23,"23 Moore, Charley",0,7,1,0,0,1,0,1,0,1,0,NA,NA,NA,Middlebury,2023-02-03,0
10,"10 Cisse, Lamine",0,2,1,0,0,1,0,0,0,0,1,0,0,NA,Middlebury,2023-02-03,0
TM,TM TEAM,0,0,1,0,0,1,0,0,0,1,0,NA,NA,NA,Middlebury,2023-02-03,0
,Totals,NA,200,41,16,23,12,5,7,85,15,26,0.4647887323943662,0.43333333333333335,0.5,Middlebury,2023-02-03,0
00,00 Gabe Ravetz,1,25,3,3,0,1,0,1,27,0,3,0.5,0.7,0.8,(CT),2023-02-03,1
11,11 Preston Maccoux,1,38,5,0,6,1,0,1,14,0,5,0.625,0.75,0.5,(CT),2023-02-03,1
32,32 Jared Langs,1,27,6,4,2,2,2,0,12,5,1,0.4444444444444444,NA,0.8,(CT),2023-02-03,1
01,01 Shackylle Dezonie,1,31,5,1,2,0,0,2,9,0,5,0.3333333333333333,0.5,NA,(CT),2023-02-03,1
03,03 Nicky Johnson,1,30,5,5,10,2,0,2,6,0,5,0.3333333333333333,0,1,(CT),2023-02-03,1
30,30 Shane Regan,0,22,4,0,1,1,0,0,17,1,3,0.7,1,1,(CT),2023-02-03,1
05,05 Gabe Millstein,0,13,4,1,0,0,1,0,4,0,4,1,1,0.5,(CT),2023-02-03,1
31,31 Fritz Hauser,0,14,0,1,2,0,0,1,0,0,0,0,0,NA,(CT),2023-02-03,1
TM,TM TEAM,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,(CT),2023-02-03,1
,Totals,NA,200,32,15,23,7,3,7,89,6,26,0.49206349206349204,0.65,0.7777777777777778,(CT),2023-02-03,1
03,"03 Osher, Noah",1,35,3,1,1,1,0,1,13,0,3,0.3333333333333333,0.5,0.5,Middlebury,2023-02-04,1
31,"31 Sobel, Alex",1,34,14,4,3,5,2,1,10,3,11,0.5,NA,NA,Middlebury,2023-02-04,1
33,"33 Stevens, Sam",1,26,3,0,2,3,0,1,7,0,3,0.5,0.3333333333333333,NA,Middlebury,2023-02-04,1
02,"02 Bobbett, Jaden",1,20,2,2,3,1,0,0,3,0,2,1,1,NA,Middlebury,2023-02-04,1
24,"24 Brennan, David",1,21,1,1,3,2,0,0,2,1,0,0.5,NA,0,Middlebury,2023-02-04,1
22,"22 Flaks, Evan",0,27,1,4,1,2,0,0,12,0,1,0.5,0.6666666666666666,NA,Middlebury,2023-02-04,1
21,"21 McKersie, Jackson",0,22,6,3,0,2,1,2,11,4,2,0.6666666666666666,NA,0.75,Middlebury,2023-02-04,1
